"","Name","Date","Individual_Rating","Review"
"193","Lesley","Reviewed in Australia on 23 December 2023","4.0 out of 5 stars","        If you're planing to 'alexa' your home, spend the extra money and get the premium sound version. No, it wont be as good as a multi room Bose system, but it wont put the same massive dent in your bank account either. Really good sound for the average listener that only requires a power point to work. My tip is put two of these in each room to get a truly dynamic sound at an affordable price, along with all the other features such as news and weather they provide. Also integrated really well with Ring doorbells and smart plugs.  "
"194","Korellai","Reviewed in Australia on 16 April 2021","5.0 out of 5 stars","        I’ve recently been getting into audio books and wanted something I could easily listen to them with when I’m in bed. After a little research I decided the new Echo was going to best for my needs, especially with the deal Amazon had running at the time - almost half price for the premium sound option!Being a bit of an audiophile / snob, some of the reviews did make me a little anxious that it wouldn’t live up to expectations - how wrong they were. I’m not sure if these reviewers got a device from a ‘bad batch’, but the audio quality is actually amazing, from a device so small and with such an interesting design. I’m extremely impressed. The microphone has never missed a beat either, I’ve not had to repeat myself once. Maybe software has improved the reliability of this since the other reviewers posted about theirs not always working? Not sure. But mine is perfectly fine.As for Alexa in general, I can’t get over how good it is. It understands my commands straight away and does what I ask almost instantly. Want to listen to a UK radio station? Just say ‘Alexa, play BBC radio 1’. Less than a second later, it’s on. Want to know how to say something in Chinese? Just ask. She’ll tell you, then go straight back to what was playing.I know I’m only just scratching the surface with what Alexa can do but coming from someone who’s resisted voice control for a number of years either due to its reputation of being ‘not good enough yet’ or just feeling gimmicky, I’m glad I finally pulled the trigger. This Echo is easily my new favourite thing. And for only 80 bucks, it’s an absolute steal for the sound quality and ease of use.  "
"195","Stuart Burney","Reviewed in Australia on 29 December 2022","5.0 out of 5 stars","        For context: I own the echo dot 3rd gen, echo dot 4th gen, Echo plus 2nd gen and now the Echo 4th gen.Let's get right to why this isn't a five star review. The microphones. Amazon actually took a step backwards and went with a 4 microphone array that is inferior to the Echo plus 2nd gen (and echo 3rd gen), which have a seven microphone array. This is the only downfall of this speaker.I'm not a big fan of the spherical design either but that's a subjective opinion. What that translates to in the real world is a voice pickup that is good but not great. This was a major disappointment for me since I use my Echo speakers to control all smart home devices (~30 devices) and mic pickup is crucial for that.As for what this speaker does right:-Better sound quality with a bigger emphasis on mid range. It won't blow you away. It's still V shaped and punchy but it's good. The treble was a little spikey for me but it's a step in the right direction regardless-Faster processor. Everything it does it just a little bit more snappy than the other models-Support for Matter. It's not released yet but this will make a huge difference in the future-The power adaptor is slimmer and no longer blocks the neighbouring power socket. FINALLY.-Zigbee support. My Echo plus 2nd gen has this and little door sensors have changed my smart home gameWhat could use some improvement:-Apparently this speaker has an ultrasound sensor. Apparently it's about as useful as if it didn't. Tried it on this speaker and the 4th gen echo dot for triggering smart home routines and it did absolutely nothing. Who knows, updates might fix this-the sphere can hide that light ring at the bottom sometimes so you don't know if Alexa heard you or is just giving you attitude-the black speaker now comes with a white adaptor? WHYY-this has a new low power mode. And this supposed low power mode doesn't work if you have Spotify linked to your echo speaker. Are you okay Amazon? Spotify is the most used music streaming serviceTLDR: this speaker is a compelling product in the echo line-up and has so much more potential. It has a few shortcomings and a couple of hiccups but it's a solid pick. I'd hesitate to pay full price but it's a strong contender on sale.  "
"196","Adam Lang","Reviewed in Australia on 9 December 2021","5.0 out of 5 stars","        I’ve purchased a second one on sale and added it to my corner desk. Paired with an Echo sub they sound perfectI stream all MY music collection via Plex on my NAS. A lifetime pass so no more subscriptions to hold me to ransom for all the work and time I put into curating my playlists and music  "
"197","Wallace Fernandes","Reviewed in Australia on 25 July 2022","5.0 out of 5 stars","        She's a beauty mate, :}  "
"198","Wallace Fernandes","Reviewed in Australia on 9 January 2024","4.0 out of 5 stars",NA
"199","Nicolas","Reviewed in Australia on 5 January 2024","4.0 out of 5 stars",NA
"200","Razzle",NA,"4.0 out of 5 stars",NA
"201","FireOneNineYT ","Reviewed in Australia on 18 November 2023","4.6 out of 5 stars","        Somehow after 6 months the product sometimes lost connection  "
"202","Johnny Lin","Reviewed in Australia on 29 December 2023","5.0 out of 5 stars","        Am very sad at having to return this for a refund.  Prior to purchase, the indication I had from initial internet research was that Tidal Music was supported.  However, on receiving the Echo and setting it up, I found that Tidal Music is NOT supported.  More detailed internet research on the issue confirmed that.Misled, I think, by how skewed internet results are towards the US market, such that I initially didn't spot the relatively few references to lack of support in Australia.I really don't understand why though?  I'm a long time subscriber to Tidal Music via my phone / iPad / PC, and Tidal is very straightforwardly made available direct to the Australian consumer.Anyway, what value to the Echo if one can't listen to the music one is paying for?  "
"203","Johnny Lin","Reviewed in Australia on 29 December 2023","3.0 out of 5 stars","        I used Google Nest Minis for months to years before deciding to switch to Amazon Echoes. I gave it a few months with the Echoes which seem more customisable than the Google ones which is nice, but the Echoes really started to show their cracks. The number one issue is I often have to repeat my command because it doesn't pick up that I'm saying ""Alexa"". I originally used ""Computer"" which had the same problem - the mic is just not as sensitive as the Nest Minis, and it seems to want me to pause after saying ""Alexa"". You can say ""Alexa, turn the lights on"" but not ""Alexa turn the lights on"" (note the comma).Another issue (that I could potentially overlook if the wake word worked) was that I can't use ""Alexa, turn the light on for 5 minutes"" unless I specifically make a routine (ie. a set of actions) that works to do this, and the Nest Minis did this naturally without any preparation. Worse, you have to do for each increment of time that you plan to use in future - if you create a routine for 5 minutes, you need a separate routine for 10 minutes, etc. I put up with this for months and eventually gave up on it about a week ago.The sound from the echo is really good, and the sound from the echo dot is very below average. If I was going to stick with the echoes, I'd buy an echo for each room, maybe even if I didn't plan to play music from it. If I really didn't care, the echo dot's sound would be fine really, but the comparison between the two is a huge difference. It's like comparing telephone/radio quality to CD quality.  "
"204","JW","Reviewed in Australia on 10 May 2023","3.0 out of 5 stars","        Hrmmm. These have been a disappointment… I previously had the cylinder shaped echos working in a stereo pair with sub… these have honestly been a downgrade in reliability - audio quality doesn’t seem any better either. Let me share my experience. Using these as a stereo pair plus sub.BUGS. BUGS BUGS!!!Triggering Alexa has become MUCH harder.Music just stops playing randomly all the time.Music drops out and you only hear the base track on one of the speakers.Can’t play radio anymore, just stops after 1-5 mins.The fabric on-top is a PITA - easy to get dirty if you manually adjust volume in the kitchen... Speaking of, if you press volume up more then 5 times in a row. The speaker pair crashes, music stops.The led ring being on the bottom is a PITA. With the old echos you could easily see that she was listening and the LEDs were on top.With these, the LED listening ring is hard to see behind other small items on the table. Sometimes you speak out an entire command to reaslise she’s not listening.All in all. For whatever reason. My old echos were 98% reliable. These new ones were purchased at full price and have been a severe disappointment. I’m hoping the bugs get ironed out ASAP, as my smart home relies heavily on my Alexa devices performing as expected.Don’t buy unless on special. Helps make the sting hurt less when they wig out all the time.  "
"205","Avatar","Reviewed in Australia on 6 January 2023","3.0 out of 5 stars","        its loud, its constant and it drives you mad.If only there was a way to disable it. Communications settings for device greyed out.It's a known 'feature' that Amazon wont fix.  "
"206","Ian","Reviewed in Australia on 27 June 2022","2.0 out of 5 stars","        mic just stopped working after 18 months bit disappointing and not covered under warranty. The mic needed to be more powerful in any case  "
"207","Fibbs","Reviewed in Australia on 31 December 2023","2.0 out of 5 stars","        No only does Alexia talk too much, I have to upgrade to premium Amazon music because it won't work with Tidal or YouTube music. It won't play anything you ask for music wise unless you have the premium package even though I have Amazon Prime. I have a xiaomi speaker that is way easier to use and talks less!  "
"208","Nick","Reviewed in Australia on 13 July 2022","1.0 out of 5 stars","        I'm really disappointed with the new Echo. While the so-called premium sound really doesn't sound much better than my prior Echo, that hasn't turned into as much of a disappointment as the microphone. I sit four or five feet away from it and it only wakes to my voice perhaps 60% of the time. In fact, the echo I have in the next room and down the hall wakes nearly 100% of the time and responds while the new one does nothing. It is incredibly frustrating! With the new echo, it doesn't matter if I'm right next to it, raising my voice over the top of it, shouting at it, or repeating Alexa 20 times in different ways or volume levels! It's hard to express how bad it is!  "
"209","Sasi111","Reviewed in Australia on 25 April 2023","3.0 out of 5 stars","        I was disappointed to learn from the Amazon support centre I could only connect one Speaker to my  Samsung QLED Smart TV. This was despite the fact there’s a video on You Tube showing that it is possible.  "
"210","GayleH","Reviewed in Australia on 19 November 2020","1.0 out of 5 stars","        I had really high hopes for this but it rarely responds to my voice and sound quality is poor to fair. Not sure why Amazon would release this when it's an inferior product. Our Echo Dots work great, I was after something for a bigger room but there's really no need, and I certainly wouldn't recommend this. It's basically a very pretty round ball with blue lights, it's that's what you're after then this is for you!!! If you want a good speaker, buy something else. If you want a good unit to run Alexa, stick with the Dot. Honestly, don't buy this. It is just plain useless and won't pick up your voice.  "
"211","Gordon Stubbs","Reviewed in Australia on 23 August 2021","2.0 out of 5 stars",NA
"212","Mel Pearce","Reviewed in Australia on 17 December 2020","3.0 out of 5 stars",NA
"213",NA,NA,"1.0 out of 5 stars",NA
"214",NA,NA,NA,NA
"215",NA,NA,NA,NA
"216",NA,NA,NA,NA
"217",NA,NA,NA,NA
"218",NA,NA,NA,NA
"219",NA,NA,NA,NA
"220",NA,NA,NA,NA
"221",NA,NA,NA,NA
"222",NA,NA,NA,NA
"223",NA,NA,NA,NA
"224",NA,NA,NA,NA
"225",NA,NA,NA,NA
"226","Dash Starkey","Reviewed in Australia on 9 October 2023","4.6 out of 5 stars","        If you already have the Alexa app and buy this on your Amazon account, it automatically connects once you turn it on. So using it is so simple. A great little unit. Sound is strong and positive. She's very quick and responsive as are all the Echo's. Once you get one, you just want more! Bought an Arlec Smart LED Globe and Alexa connects it instantly once it is set up in it's GRID app. Alexa can dim it, change it's colour. So much fun. Can even understand my father who has Parkinson's and can't project his voice clearly. In a semi noisy room it can pick up his commands.  "
"227","Shirley Broomhall.","Reviewed in Australia on 2 January 2024","5.0 out of 5 stars","        These are amazing speakers. I have some already and got them as Christmas present for someone else. They loved them too  "
"228","Dash Starkey","Reviewed in Australia on 9 October 2023","3.0 out of 5 stars","        Out of all the smart speakers out there, Alexa still holds the number 1 position in this lower class of smart speakers mainly because of that microphone. It still cuts through the noise, doesn't do anything smart when it doesn't need to (Google Nest Mini's loves to try to do more background processing for whatever reason and as a result, kills its performance) and gets even better with this current generation with temperature sensors and ultrasound detection for those times when you need to turn on an audio detection capability. I haven't had a chance to use the ultrasound detection smarts yet to see how good the home intrusion works and am looking forward to seeing if it can handle false positives such as when thunder is in the air or when some construction noise happens outside.All in all, love it. Except the colour. Gone are the lighter hazier colour tones from the 4th generation and in its place, I get a dark harsher blue which is not as appealing and doesn't fit well except in your home office settings.Apart from this, a great smart speaker that will serve your home well.  "
"229","I have some already and they are absolutely amazing. ","Reviewed in Australia on 30 December 2023","5.0 out of 5 stars","        a for amazing. So easy to use. Quality product by Amazon. I have one hooked up to the TV and the other for primarily music in  the family room. Great sound. And Alexa is getting used to my pronunciation. Love it. I purchased a few to spread around the house so I have music everywhere I go. Absolutely recommend this unit.  "
"230","Michael","Reviewed in Australia on 20 July 2023","5.0 out of 5 stars","        Good -> the usual things I ask, what's the weather, play music, set timers and reminders.Bad - or perhaps my misunderstanding, that it should only recognise voices that was completed during setup.  If the room has the TV on or other noise, then it does take a few attempts for the device to hear you.  "
"231","Lilla","Reviewed in Australia on 4 August 2023","4.0 out of 5 stars","        amazon brand leader  "
"232","Jeanne Chua","Reviewed in Australia on 3 March 2024","5.0 out of 5 stars","        Love this little gem, use it all the time, especially for radio, she even came on holiday with us  "
"233","John William Pritchard","Reviewed in Australia on 11 February 2024","5.0 out of 5 stars","        My grandchildren have this product..was fun to see them enjoy it..the one I bought was for a gift..😊  "
"234","Kindle Customer","Reviewed in Australia on 10 February 2024","5.0 out of 5 stars","        Sound quality is better than echo dot but does not work with Home Cinema  "
"235","Malley","Reviewed in Australia on 3 February 2024","5.0 out of 5 stars","        Not a bad little device had a gen 3 echo dot a while back this new gen 5 has better sound quicker response not bad for a good sale  "
"236","Johnny Lin","Reviewed in Australia on 29 December 2023","5.0 out of 5 stars",NA
"237","Liam Cortesi","Reviewed in Australia on 25 December 2023","4.0 out of 5 stars",NA
"238",NA,NA,"5.0 out of 5 stars",NA
"239",NA,NA,NA,NA
"240",NA,NA,NA,NA
"241",NA,NA,NA,NA
"242",NA,NA,NA,NA
"243",NA,NA,NA,NA
"244",NA,NA,NA,NA
"245",NA,NA,NA,NA
"246",NA,NA,NA,NA
"247",NA,NA,NA,NA
"248",NA,NA,NA,NA
"249",NA,NA,NA,NA
"250",NA,NA,NA,NA
