"","Title","Author","Subject","Abstract","Meta"
"73","Data-driven Energy Consumption Modelling for Electric Micromobility using an Open Dataset","Yue Ding, Sen Yan, Maqsood Hussain Shah, Hongyuan Fang, Ji Li, Mingming Liu","Artificial Intelligence (cs.AI)","The escalating challenges of traffic congestion and environmental degradation underscore the critical importance of embracing E-Mobility solutions in urban spaces. In particular, micro E-Mobility tools such as E-scooters and E-bikes, play a pivotal role in this transition, offering sustainable alternatives for urban commuters. However, the energy consumption patterns for these tools are a critical aspect that impacts their effectiveness in real-world scenarios and is essential for trip planning and boosting user confidence in using these. To this effect, recent studies have utilised physical models customised for specific mobility tools and conditions, but these models struggle with generalization and effectiveness in real-world scenarios due to a notable absence of open datasets for thorough model evaluation and verification. To fill this gap, our work presents an open dataset, collected in Dublin, Ireland, specifically designed for energy modelling research related to E-Scooters and E-Bikes. Furthermore, we provide a comprehensive analysis of energy consumption modelling based on the dataset using a set of representative machine learning algorithms and compare their performance against the contemporary mathematical models as a baseline. Our results demonstrate a notable advantage for data-driven models in comparison to the corresponding mathematical models for estimating energy consumption. Specifically, data-driven models outperform physical models in accuracy by up to 83.83% for E-Bikes and 82.16% for E-Scooters based on an in-depth analysis of the dataset under certain assumptions.","Tue, 26 Mar 2024 12:08:05 UTC (23,196 KB)"
"74","Online Tree Reconstruction and Forest Inventory on a Mobile Robotic System","Leonard Freißmuth, Matias Mattamala, Nived Chebrolu, Simon Schaefer, Stefan Leutenegger, Maurice Fallon","Robotics (cs.RO)","Terrestrial laser scanning (TLS) is the standard technique used to create accurate point clouds for digital forest inventories. However, the measurement process is demanding, requiring up to two days per hectare for data collection, significant data storage, as well as resource-heavy post-processing of 3D data. In this work, we present a real-time mapping and analysis system that enables online generation of forest inventories using mobile laser scanners that can be mounted e.g. on mobile robots. Given incrementally created and locally accurate submaps-data payloads-our approach extracts tree candidates using a custom, Voronoi-inspired clustering algorithm. Tree candidates are reconstructed using an adapted Hough algorithm, which enables robust modeling of the tree stem. Further, we explicitly incorporate the incremental nature of the data collection by consistently updating the database using a pose graph LiDAR SLAM system. This enables us to refine our estimates of the tree traits if an area is revisited later during a mission. We demonstrate competitive accuracy to TLS or manual measurements using laser scanners that we mounted on backpacks or mobile robots operating in conifer, broad-leaf and mixed forests. Our results achieve RMSE of 1.93 cm, a bias of 0.65 cm and a standard deviation of 1.81 cm (averaged across these sequences)-with no post-processing required after the mission is complete.","Tue, 26 Mar 2024 11:51:58 UTC (5,709 KB)"
"75","Lattice dynamics of LiNb$_{\text{1-x}}$Ta$_{\text{x}}$O$_{\text{3}}$ solid solutions: Theory and experiment","Felix Bernhardt, Soham Gharat, Alexander Kapp, Florian Pfeiffer, Robin Buschbeck, Franz Hempel, Oleksiy Pashkin, Susanne C. Kehr, Michael Rüsing, Simone Sanna, Lukas M. Eng","Materials Science (cond-mat.mtrl-sci)","Lithium niobate (LNO) and lithium tantalate (LTO) see widespread use in fundamental research and commercial technologies reaching from electronics over classical optics to integrated quantum communication. In recent years, the mixed crystal system lithium niobate tantalate (LNT) allows for the dedicate engineering of material properties by combining the advantages of the two parental materials LNO and LTO. Vibrational spectroscopies such as Raman spectroscopy or (Fourier transform) infrared spectroscopy are vital techniques to provide detailed insight into the material properties, which is central to the analysis and optimization of devices. In this work, we present a joint experimental-theoretical approach allowing to unambiguously assign the spectral features in the LNT material family through both Raman and IR spectroscopy, as well as to provide an in-depth explanation for the observed scattering efficiencies based on first-principles calculations. The phononic contribution to the static dielectric tensor is calculated from the experimental and theoretical data using the generalized Lyddane-Sachs-Teller relation and compared with the results of the first-principles calculations. The joint methodology can be readily expanded to other materials and serves, e.g., as the basis for studying the role of point defects or doping.","Tue, 26 Mar 2024 11:05:32 UTC (2,245 KB)"
"76","Parameterized Analysis of Bribery in Challenge the Champ Tournaments","Juhi Chaudhary, Hendrik Molter, Meirav Zehavi","Data Structures and Algorithms (cs.DS)","Challenge the champ tournaments are one of the simplest forms of competition, where a (initially selected) champ is repeatedly challenged by other players. If a player beats the champ, then that player is considered the new (current) champ. Each player in the competition challenges the current champ once in a fixed order. The champ of the last round is considered the winner of the tournament. We investigate a setting where players can be bribed to lower their winning probability against the initial champ. The goal is to maximize the probability of the initial champ winning the tournament by bribing the other players, while not exceeding a given budget for the bribes. Mattei et al. [Journal of Applied Logic, 2015] showed that the problem can be solved in pseudo-polynomial time, and that it is in XP when parameterized by the number of players.
We show that the problem is weakly NP-hard and W[1]-hard when parameterized by the number of players. On the algorithmic side, we show that the problem is fixed-parameter tractable when parameterized either by the number of different bribe values or the number of different probability values. To this end, we establish several results that are of independent interest. In particular, we show that the product knapsack problem is W[1]-hard when parameterized by the number of items in the knapsack, and that constructive bribery for cup tournaments is W[1]-hard when parameterized by the number of players. Furthermore, we present a novel way of designing mixed integer linear programs, ensuring optimal solutions where all variables are integers.","Tue, 26 Mar 2024 10:53:25 UTC (60 KB)"
"77","A Survey on Deep Learning and State-of-the-arts Applications","Mohd Halim Mohd Noor, Ayokunle Olalekan Ige","Machine Learning (cs.LG)","Deep learning, a branch of artificial intelligence, is a computational model that uses multiple layers of interconnected units (neurons) to learn intricate patterns and representations directly from raw input data. Empowered by this learning capability, it has become a powerful tool for solving complex problems and is the core driver of many groundbreaking technologies and innovations. Building a deep learning model is a challenging task due to the algorithm`s complexity and the dynamic nature of real-world problems. Several studies have reviewed deep learning concepts and applications. However, the studies mostly focused on the types of deep learning models and convolutional neural network architectures, offering limited coverage of the state-of-the-art of deep learning models and their applications in solving complex problems across different domains. Therefore, motivated by the limitations, this study aims to comprehensively review the state-of-the-art deep learning models in computer vision, natural language processing, time series analysis and pervasive computing. We highlight the key features of the models and their effectiveness in solving the problems within each domain. Furthermore, this study presents the fundamentals of deep learning, various deep learning model types and prominent convolutional neural network architectures. Finally, challenges and future directions in deep learning research are discussed to offer a broader perspective for future researchers.","Tue, 26 Mar 2024 10:10:53 UTC (1,990 KB)"
"78","Practical Applications of Advanced Cloud Services and Generative AI Systems in Medical Image Analysis","Jingyu Xu, Binbin Wu, Jiaxin Huang, Yulu Gong, Yifan Zhang, Bo Liu","Artificial Intelligence (cs.AI)","The medical field is one of the important fields in the application of artificial intelligence technology. With the explosive growth and diversification of medical data, as well as the continuous improvement of medical needs and challenges, artificial intelligence technology is playing an increasingly important role in the medical field. Artificial intelligence technologies represented by computer vision, natural language processing, and machine learning have been widely penetrated into diverse scenarios such as medical imaging, health management, medical information, and drug research and development, and have become an important driving force for improving the level and quality of medical services.The article explores the transformative potential of generative AI in medical imaging, emphasizing its ability to generate syntheticACM-2 data, enhance images, aid in anomaly detection, and facilitate image-to-image translation. Despite challenges like model complexity, the applications of generative models in healthcare, including Med-PaLM 2 technology, show promising results. By addressing limitations in dataset size and diversity, these models contribute to more accurate diagnoses and improved patient outcomes. However, ethical considerations and collaboration among stakeholders are essential for responsible implementation. Through experiments leveraging GANs to augment brain tumor MRI datasets, the study demonstrates how generative AI can enhance image quality and diversity, ultimately advancing medical diagnostics and patient care.","Tue, 26 Mar 2024 09:55:49 UTC (503 KB)"
"79","Determination of nuclear matter radii by means of microscopic optical potentials: the case of $^{78}$Kr","Matteo Vorabbi, Paolo Finelli, Carlotta Giusti","Nuclear Theory (nucl-th)","In this work we use microscopic Nucleon-Nucleus Optical Potentials (OP) to analyze elastic scattering data for the differential cross section of the $^{78}$Kr (p,p) $^{78}$Kr reaction, with the goal of extracting the matter radius and estimating the neutron skin, quantities that are both needed to determine the slope parameter $L$ of the nuclear symmetry energy. Our analysis is performed with the factorized version of the microscopic OP obtained in a previous series of papers within the Watson multiple scattering theory at the first order of the spectator expansion, which is based on the underlying nucleon-nucleon dynamics and is free from phenomenological inputs. Differently from our previous applications, the proton and neutron densities are described with a two-parameter Fermi (2pF) distribution, which makes the extraction of the matter radius easier and allows us to make a meaningful comparison with the original analysis, that was performed with the Glauber model. With standard minimization techniques we performed data analysis and extracted the matter radius and the neutron skin. Our analysis produces a matter radius of $R_m^{\rm (rms)} = 4.12$ fm, in good agreement with previous matter radii extracted from $^{76}$Kr and $^{80}$Kr, and a neutron skin of $\Delta R_{np} \simeq - 0.1$ fm, compatible with a previous analysis. Our factorized microscopic OP, supplied with 2pF densities, is a valuable tool to perform the analysis of the experimental differential cross section and extract information such as matter radius and neutron skin. Without any free parameters it provides a reasonably good description of the experimental differential cross section for scattering angles up to $\approx$ 40 degrees. Compared to the Glauber model our OP can be applied to a wider range of scattering angles and allows one to probe the nuclear systems in a more internal region.","Tue, 26 Mar 2024 09:46:56 UTC (105 KB)"
"80","Prediction-sharing During Training and Inference","Yotam Gafni, Ronen Gradwohl, Moshe Tennenholtz","Theoretical Economics (econ.TH)","Two firms are engaged in a competitive prediction task. Each firm has two sources of data -- labeled historical data and unlabeled inference-time data -- and uses the former to derive a prediction model, and the latter to make predictions on new instances. We study data-sharing contracts between the firms. The novelty of our study is to introduce and highlight the differences between contracts that share prediction models only, contracts to share inference-time predictions only, and contracts to share both. Our analysis proceeds on three levels. First, we develop a general Bayesian framework that facilitates our study. Second, we narrow our focus to two natural settings within this framework: (i) a setting in which the accuracy of each firm's prediction model is common knowledge, but the correlation between the respective models is unknown; and (ii) a setting in which two hypotheses exist regarding the optimal predictor, and one of the firms has a structural advantage in deducing it. Within these two settings we study optimal contract choice. More specifically, we find the individually rational and Pareto-optimal contracts for some notable cases, and describe specific settings where each of the different sharing contracts emerge as optimal. Finally, in the third level of our analysis we demonstrate the applicability of our concepts in a synthetic simulation using real loan data.","Tue, 26 Mar 2024 09:18:50 UTC (1,011 KB)"
"81","baskexact: An R package for analytical calculation of basket trial operating characteristics","Lukas Baumann","Computation (stat.CO)","Basket trials are a new type of clinical trial in which a treatment is investigated in several subgroups. For the analysis of these trials, information is shared between the subgroups based on the observed data to increase the power. Many approaches for the analysis of basket trials have been suggested, but only a few have been implemented in open source software packages. The R package baskexact facilitates the evaluation of two basket trial designs which use empirical Bayes techniques for sharing information. With baskexact, operating characteristics for single-stage and two-stage designs can be calculated analytically and optimal tuning parameters can be selected.","Tue, 26 Mar 2024 09:11:58 UTC (240 KB)"
"82","Algorithmic unfolding for image reconstruction and localization problems in fluorescence microscopy","Silvia Bonettini, Luca Calatroni, Danilo Pezzi, Marco Prato","Numerical Analysis (math.NA)","We propose an unfolded accelerated projected-gradient descent procedure to estimate model and algorithmic parameters for image super-resolution and molecule localization problems in image microscopy. The variational lower-level constraint enforces sparsity of the solution and encodes different noise statistics (Gaussian, Poisson), while the upper-level cost assesses optimality w.r.t.~the task considered. In more detail, a standard $\ell_2$ cost is considered for image reconstruction (e.g., deconvolution/super-resolution, semi-blind deconvolution) problems, while a smoothed $\ell_1$ is employed to assess localization precision in some exemplary fluorescence microscopy problems exploiting single-molecule activation. Several numerical experiments are reported to validate the proposed approach on synthetic and realistic ISBI data.","Tue, 26 Mar 2024 09:08:25 UTC (3,044 KB)"
"83","A Type of Nonlinear Fréchet Regressions","Lu Lin, Ze Chen","Methodology (stat.ME)","The existing Fréchet regression is actually defined within a linear framework, since the weight function in the Fréchet objective function is linearly defined, and the resulting Fréchet regression function is identified to be a linear model when the random object belongs to a Hilbert space. Even for nonparametric and semiparametric Fréchet regressions, which are usually nonlinear, the existing methods handle them by local linear (or local polynomial) technique, and the resulting Fréchet regressions are (locally) linear as well. We in this paper introduce a type of nonlinear Fréchet regressions. Such a framework can be utilized to fit the essentially nonlinear models in a general metric space and uniquely identify the nonlinear structure in a Hilbert space. Particularly, its generalized linear form can return to the standard linear Fréchet regression through a special choice of the weight function. Moreover, the generalized linear form possesses methodological and computational simplicity because the Euclidean variable and the metric space element are completely separable. The favorable theoretical properties (e.g. the estimation consistency and presentation theorem) of the nonlinear Fréchet regressions are established systemically. The comprehensive simulation studies and a human mortality data analysis demonstrate that the new strategy is significantly better than the competitors.","Tue, 26 Mar 2024 08:23:37 UTC (66 KB)"
"84","Investigations on Physics-Informed Neural Networks for Aerodynamics","Guillaume Coulaud (ACUMES), Maxime Le (ACUMES), Régis Duvigneau (ACUMES)","Analysis of PDEs (math.AP)","Physics-Informed Neural Networks (PINNs) have recently emerged as a novel approach to simulate complex physical systems on the basis of both data observations and physical models. In this work, we investigate the use of PINNs for various applications in aerodynamics and we explain how to leverage their specific formulation to perform some tasks effectively. In particular, we demonstrate the ability of PINNs to construct parametric surrogate models, to achieve multiphysic couplings and to infer turbulence characteristics via data assimilation. The robustness and accuracy of the PINNs approach are analysed, then current issues and challenges are discussed.","Tue, 26 Mar 2024 07:57:56 UTC (1,234 KB)"
"85","Green HPC: An analysis of the domain based on Top500","Abdessalam Benhari (LIG, DATAMOVE ), Denis Trystram (UGA, DATAMOVE ), Fanny Dufossé (DATAMOVE), Yves Denneulin, Frédéric Desprez","Computers and Society (cs.CY)","The demand in computing power has never stopped growing over the years. Today, the performance of the most powerful systems exceeds the exascale and the number of petascale systems continues to grow. Unfortunately, this growth also goes hand in hand with ever-increasing energy costs, which in turn means a significant carbon footprint. In view of the environmental crisis, this paper intents to look at the often hidden issue of energy consumption of HPC systems. As it is not easy to access the data of the constructors, we then consider the Top500 as the tip of the iceberg to identify the trends of the whole domain.The objective of this work is to analyze Top500 and Green500 data from several perspectives in order to identify the dynamic of the domain regarding its environmental impact. The contributions are to take stock of the empirical laws governing the evolution of HPC computing systems both from the performance and energy perspectives, to analyze the most relevant data for developing the performance and energy efficiency of large-scale computing systems, to put these analyses into perspective with effects and impacts (lifespan of the HPC systems) and finally to derive a predictive model for the weight of HPC sector within the horizon 2030.","Tue, 26 Mar 2024 07:55:40 UTC (1,105 KB)"
"86","Localized Inverse Design in Conservation Laws and Hamilton-Jacobi Equations","Rinaldo M. Colombo, Vincent Perrollaz (IDP)","Analysis of PDEs (math.AP)","Consider the inverse design problem for a scalar conservation law, i.e., the problem of finding initial data evolving into a given profile at a given time. The solution we present below takes into account localizations both in the final interval where the profile is assigned and in the initial interval where the datum is sought, as well as additional a priori constraints on the datum's range provided by the model. These results are motivated and can be applied to data assimilation procedures in traffic modeling and accidents localization.","Tue, 26 Mar 2024 07:53:28 UTC (21 KB)"
"87","Rapid neutron star equation of state inference with Normalising Flows","Jordan McGinn, Arunava Mukherjee, Jessica Irwin, Christopher Messenger, Michael J. Williams, Ik Siong Heng","General Relativity and Quantum Cosmology (gr-qc)","The first direct detection of gravitational waves from binary neutron stars on the 17th of August, 2017, (GW170817) heralded the arrival of a new messenger for probing neutron star astrophysics and provided the first constraints on neutron star equation of state from gravitational wave observations. Significant computational effort was expended to obtain these first results and therefore, as observations of binary neutron star coalescence become more routine in the coming observing runs, there is a need to improve the analysis speed and flexibility. Here, we present a rapid approach for inferring the neutron star equation of state based on Normalising Flows. As a demonstration, using the same input data, our approach, ASTREOS, produces results consistent with those presented by the LIGO-Virgo collaboration but requires < 1 sec to generate neutron star equation of state confidence intervals. Furthermore, ASTREOS allows for non-parametric equation of state inference. This rapid analysis will not only facilitate neutron star equation of state studies but can potentially enhance future alerts for electromagnetic follow-up observations of binary neutron star mergers.","Tue, 26 Mar 2024 07:53:21 UTC (2,333 KB)"
"88","Study on high-frequency quasi-periodic oscillations in rotating black bounce spacetime","Jianbo Lu, Shining Yang, Mou Xu, Liu Yang","General Relativity and Quantum Cosmology (gr-qc)","We investigate dynamical effects of particles moving around rotating SV regular BH and traversable wormholes, and the deviation from Kerr BH. We found that the rotating SV traversable wormhole spacetime has a closer innermost stable circular orbit to the central object than Kerr and rotating regular BHs. Furthermore, the paper provides the general form of the epicycle frequency in this spacetime, presenting the radial profile of the angular frequency of particles undergoing oscillatory motion. Unlike the commonly used $\chi$-square analysis method, with considering a generalized data analysis approach in this paper we hypothesize that the observational data of three microguasars can be explained through an axisymmetric SV spacetime, fitting the data to find the range of spin values for three types of SV objects, and analyzing the possible mechanisms of HFQPOs (high-frequency quasi-periodic oscillations) generation for different types of axisymmetric SV objects. We found that for a Kerr BH with $l^*=0$, the observational data of three microquasars can be explained by the HFQPOs model used in this paper (excluding ER4 model); for a regular BH with $l^*=1$, the HFQPO phenomenon observed through the three microquasars can be explained by the ER0, ER1, ER2, ER3, RP0, RP1, RP2, TD and WD models. For a traversable wormhole with $l^*=3$, the mechanism of HFQPO can be interpreted by the ER1, ER3, RP0, RP1, RP2, TD and WD models. Moreover, we observed that for the same HFQPOs model, the limiting range of the spin parameter $\alpha^*$ increases with the increase of the parameter $l^*$.","Tue, 26 Mar 2024 07:40:47 UTC (837 KB)"
"89","Cost-benefit analysis of ecosystem modelling to support fisheries management","Matthew H. Holden, Eva E. Plagányi, Elizabeth A. Fulton, Alexander B. Campbell, Rachel Janes, Robyn A. Lovett, Montana Wickens, Matthew P. Adams, Larissa Lubiana Botelho, Catherine M. Dichmont, Philip Erm, Kate J Helmstedt, Ryan F. Heneghan, Manuela Mendiolar, Anthony J. Richardson, Jacob G. D. Rogers, Kate Saunders, Liam Timms","Populations and Evolution (q-bio.PE)","Mathematical and statistical models underlie many of the world's most important fisheries management decisions. Since the 19th century, difficulty calibrating and fitting such models has been used to justify the selection of simple, stationary, single-species models to aid tactical fisheries management decisions. Whereas these justifications are reasonable, it is imperative that we quantify the value of different levels of model complexity for supporting fisheries management, especially given a changing climate, where old methodologies may no longer perform as well as in the past. Here we argue that cost-benefit analysis is an ideal lens to assess the value of model complexity in fisheries management. While some studies have reported the benefits of model complexity in fisheries, modeling costs are rarely considered. In the absence of cost data in the literature, we report, as a starting point, relative costs of single-species stock assessment and marine ecosystem models from two Australian organizations. We found that costs varied by two orders of magnitude, and that ecosystem model costs increased with model complexity. Using these costs, we walk through a hypothetical example of cost-benefit analysis. The demonstration is intended to catalyze the reporting of modeling costs and benefits.","Tue, 26 Mar 2024 07:24:28 UTC (474 KB)"
"90","Particle identification with machine learning from incomplete data in the ALICE experiment","Maja Karwowska, Łukasz Graczykowski, Kamil Deja, Miłosz Kasak, Małgorzata Janik (for the ALICE collaboration)","High Energy Physics - Experiment (hep-ex)","The ALICE experiment at the LHC measures properties of the strongly interacting matter formed in ultrarelativistic heavy-ion collisions. Such studies require accurate particle identification (PID). ALICE provides PID information via several detectors for particles with momentum from about 100 MeV/c up to 20 GeV/c. Traditionally, particles are selected with rectangular cuts. Acmuch better performance can be achieved with machine learning (ML) methods. Our solution uses multiple neural networks (NN) serving as binary classifiers. Moreover, we extended our particle classifier with Feature Set Embedding and attention in order to train on data with incomplete samples. We also present the integration of the ML project with the ALICE analysis software, and we discuss domain adaptation, the ML technique needed to transfer the knowledge between simulated and real experimental data.","Tue, 26 Mar 2024 07:05:06 UTC (1,608 KB)"
"91","Coupling-Constant Averaged Exchange-Correlation Hole for He, Li, Be, N, Ne Atoms from CCSD","Lin Hou, Tom J. P. Irons, Yanyong Wang, James W. Furness, Andrew M. Wibowo-Teale, Jianwei Sun","Chemical Physics (physics.chem-ph)","Accurate approximation of the exchange-correlation (XC) energy in density functional theory (DFT) calculations is essential for reliably modelling electronic systems. Many such approximations are developed from models of the XC hole; accurate reference XC holes for real electronic systems are crucial for evaluating the accuracy of these models however the availability of reliable reference data is limited to a few systems. In this study, we employ the Lieb optimization with a coupled cluster singles and doubles (CCSD) reference to construct accurate coupling-constant averaged XC holes, resolved into individual exchange and correlation components, for five spherically symmetric atoms: He, Li, Be, N, and Ne. Alongside providing a new set of reference data for the construction and evaluation of model XC holes, we compare our data against the exchange and correlation hole models of the established LDA and PBE density functional approximations. Our analysis confirms the established rationalization for the limitations of LDA and the improvement observed with PBE in terms of the hole depth and its long-range decay, demonstrated in real-space for the series of spherically-symmetric atoms.","Tue, 26 Mar 2024 06:42:09 UTC (535 KB)"
"92","Neural Clustering based Visual Representation Learning","Guikun Chen, Xia Li, Yi Yang, Wenguan Wang","Computer Vision and Pattern Recognition (cs.CV)","We investigate a fundamental aspect of machine vision: the measurement of features, by revisiting clustering, one of the most classic approaches in machine learning and data analysis. Existing visual feature extractors, including ConvNets, ViTs, and MLPs, represent an image as rectangular regions. Though prevalent, such a grid-style paradigm is built upon engineering practice and lacks explicit modeling of data distribution. In this work, we propose feature extraction with clustering (FEC), a conceptually elegant yet surprisingly ad-hoc interpretable neural clustering framework, which views feature extraction as a process of selecting representatives from data and thus automatically captures the underlying data distribution. Given an image, FEC alternates between grouping pixels into individual clusters to abstract representatives and updating the deep features of pixels with current representatives. Such an iterative working mechanism is implemented in the form of several neural layers and the final representatives can be used for downstream tasks. The cluster assignments across layers, which can be viewed and inspected by humans, make the forward process of FEC fully transparent and empower it with promising ad-hoc interpretability. Extensive experiments on various visual recognition models and tasks verify the effectiveness, generality, and interpretability of FEC. We expect this work will provoke a rethink of the current de facto grid-style paradigm.","Tue, 26 Mar 2024 06:04:50 UTC (1,157 KB)"
"93","Generalization Error Analysis for Sparse Mixture-of-Experts: A Preliminary Study","Jinze Zhao, Peihao Wang, Zhangyang Wang","Machine Learning (cs.LG)","Mixture-of-Experts (MoE) represents an ensemble methodology that amalgamates predictions from several specialized sub-models (referred to as experts). This fusion is accomplished through a router mechanism, dynamically assigning weights to each expert's contribution based on the input data. Conventional MoE mechanisms select all available experts, incurring substantial computational costs. In contrast, Sparse Mixture-of-Experts (Sparse MoE) selectively engages only a limited number, or even just one expert, significantly reducing computation overhead while empirically preserving, and sometimes even enhancing, performance. Despite its wide-ranging applications and these advantageous characteristics, MoE's theoretical underpinnings have remained elusive. In this paper, we embark on an exploration of Sparse MoE's generalization error concerning various critical factors. Specifically, we investigate the impact of the number of data samples, the total number of experts, the sparsity in expert selection, the complexity of the routing mechanism, and the complexity of individual experts. Our analysis sheds light on \textit{how \textbf{sparsity} contributes to the MoE's generalization}, offering insights from the perspective of classical learning theory.","Tue, 26 Mar 2024 05:48:02 UTC (85 KB)"
"94","Handling multivariable missing data in causal mediation analysis","S. Ghazaleh Dashti, Katherine J. Lee, Julie A. Simpson, John B. Carlin, Margarita Moreno-Betancur","Applications (stat.AP)","Mediation analysis is commonly used in epidemiological research, but guidance is lacking on how multivariable missing data should be dealt with in these analyses. Multiple imputation (MI) is a widely used approach, but questions remain regarding impact of missingness mechanism, how to ensure imputation model compatibility and approaches to variance estimation. To address these gaps, we conducted a simulation study based on the Victorian Adolescent Health Cohort Study. We considered six missingness mechanisms, involving varying assumptions regarding the influence of outcome and/or mediator on missingness in key variables. We compared the performance of complete-case analysis, seven MI approaches, differing in how the imputation model was tailored, and a ""substantive model compatible"" MI approach. We evaluated both the MI-Boot (MI, then bootstrap) and Boot-MI (bootstrap, then MI) approaches to variance estimation. Results showed that when the mediator and/or outcome influenced their own missingness, there was large bias in effect estimates, while for other mechanisms appropriate MI approaches yielded approximately unbiased estimates. Beyond incorporating all analysis variables in the imputation model, how MI was tailored for compatibility with mediation analysis did not greatly impact point estimation bias. BootMI returned variance estimates with smaller bias than MIBoot, especially in the presence of incompatibility.","Tue, 26 Mar 2024 05:25:29 UTC (2,062 KB)"
"95","Explainable Graph Neural Networks for Observation Impact Analysis in Atmospheric State Estimation","Hyeon-Ju Jeon, Jeon-Ho Kang, In-Hyuk Kwon, O-Joun Lee","Artificial Intelligence (cs.AI)","This paper investigates the impact of observations on atmospheric state estimation in weather forecasting systems using graph neural networks (GNNs) and explainability methods. We integrate observation and Numerical Weather Prediction (NWP) points into a meteorological graph, extracting $k$-hop subgraphs centered on NWP points. Self-supervised GNNs are employed to estimate the atmospheric state by aggregating data within these $k$-hop radii. The study applies gradient-based explainability methods to quantify the significance of different observations in the estimation process. Evaluated with data from 11 satellite and land-based observations, the results highlight the effectiveness of visualizing the importance of observation types, enhancing the understanding and optimization of observational data in weather forecasting.","Tue, 26 Mar 2024 05:10:47 UTC (1,554 KB)"
"96","Exploring and Applying Audio-Based Sentiment Analysis in Music","Etash Jhanji","Sound (cs.SD)","Sentiment analysis is a continuously explored area of text processing that deals with the computational analysis of opinions, sentiments, and subjectivity of text. However, this idea is not limited to text and speech, in fact, it could be applied to other modalities. In reality, humans do not express themselves in text as deeply as they do in music. The ability of a computational model to interpret musical emotions is largely unexplored and could have implications and uses in therapy and musical queuing. In this paper, two individual tasks are addressed. This study seeks to (1) predict the emotion of a musical clip over time and (2) determine the next emotion value after the music in a time series to ensure seamless transitions. Utilizing data from the Emotions in Music Database, which contains clips of songs selected from the Free Music Archive annotated with levels of valence and arousal as reported on Russel's circumplex model of affect by multiple volunteers, models are trained for both tasks. Overall, the performance of these models reflected that they were able to perform the tasks they were designed for effectively and accurately.","Thu, 22 Feb 2024 22:34:06 UTC (4,723 KB)"
"97","On the Heating of the Slow Solar-Wind by Imbalanced Alfvén-Wave Turbulence from 0.06 au to 1 au: Parker Solar Probe and Solar Orbiter observations","Sofiane Bourouaine, Jean C. Perez, Benjamin D. G. Chandran, Vamsee K. Jagarlamudi, Nour E. Raouafi, Jasper S. Halekas","Space Physics (physics.space-ph)","In this work we analyze plasma and magnetic field data provided by the Parker Solar Probe (\emph{PSP}) and Solar Orbiter (\emph{SO}) missions to investigate the radial evolution of the heating of Alfvénic slow wind (ASW) by imbalanced Alfvén-Wave (AW) turbulent fluctuations from 0.06 au to 1 au. in our analysis we focus on slow solar-wind intervals with highly imbalanced and incompressible turbulence (i.e., magnetic compressibility $C_B=\delta B/B\leq 0.25$, plasma compressibility $C_n=\delta n/n\leq 0.25$ and normalized cross-helicity $\sigma_c\geq 0.65$). First, we estimate the AW turbulent dissipation rate from the wave energy equation and find that the radial profile trend is similar to the proton heating rate. Second, we find that the scaling of the empirical AW turbulent dissipation rate $Q_W$ obtained from the wave energy equation matches the scaling from the phenomenological AW turbulent dissipation rate $Q_{\rm CH09}$ (with $Q_{\rm CH09}\simeq 1.55 Q_W$) derived by~\cite{chandran09} based on the model of reflection-driven turbulence. Our results suggest that, as in the fast solar wind, AW turbulence plays a major role in the ion heating that occurs in incompressible slow-wind streams.","Tue, 26 Mar 2024 03:31:24 UTC (543 KB)"
"98","Measurement Uncertainty Impact on Koopman Operator Estimation of Power System Dynamics","P. Algikar, P. Sharma, M. Netto, L. Mili","Applications (stat.AP)","Sensor measurements are mission-critical for monitoring and controlling power systems because they provide real-time insight into the grid operating condition; however, confidence in these insights depends greatly on the quality of the sensor data. Uncertainty in sensor measurements is an intrinsic aspect of the measurement process. In this paper, we develop an analytical method to quantify the impact of measurement uncertainties in numerical methods that employ the Koopman operator to identify nonlinear dynamics based on recorded data. In particular, we quantify the confidence interval of each element in the push-forward matrix from which a subset of the Koopman operator's discrete spectrum is estimated. We provide a detailed numerical analysis of the developed method applied to numerical simulations and field data collected from experiments conducted in a megawatt-scale facility at the National Renewable Energy Laboratory.","Tue, 26 Mar 2024 02:53:26 UTC (4,822 KB)"
